"","Regions","seasonyear","Date","Month","Year","Biomass","Grazing_rate","Filtration_rate","Chlorophyll","DissAmmonia","TotAmmonia","Secchi","TotPhos","DissNitrateNitrite","Temperature","TurbidityNTU","Conductivity","SAC","OUT","Index","season","SACmax_mo","OUTmax_mo","SAC_mean_var_m","OUT_mean_var_m","SAC_max_var_m","OUT_max_var_m","SACmax_s","OUTmax_s","SAC_mean_var_s","OUT_mean_var_s","SAC_max_var_s","OUT_max_var_s","SACmax_sm","OUTmax_sm","SAC_max_var_sm","OUT_max_var_sm","lagDissAmmonia","lagSecchi","lagTotPhos","lagDissNitrateNitrite","lagTemperature","lagTurbidityNTU","lagConductivity","lagSAC","lagOUT","lagSACmax_s","lagOUTmax_s","lagSAC_mean_var_s","lagOUT_mean_var_s","lagSAC_max_var_s","lagOUT_max_var_s","lagSACmax_sm","lagOUTmax_sm","lagSAC_max_var_sm","lagOUT_max_var_sm"
"1784","North Delta","Summer2009",2009-07-01,7,2009,NA,NA,NA,2.3,0.13,NA,61.4738412932744,0.06,0.09,22.1489206349206,11,234.701877573718,18622.5806451613,5214.25806451613,5.78,"Summer",20100,7793,1864.51612903226,2577.45161290323,4300,3760,20100,7793,1612.9347826087,2107,4300,4904,18622.5806451613,5214.25806451613,1864.51612903226,2577.45161290323,0.293333333333333,61.5241205991728,0.09,0.172333333333333,18.6666991172626,13.6666666666667,305.821789348652,13976.9534050179,11996.4559139785,31200,31636,3770.10989010989,4296.52747252747,17900,17662,16374.1935483871,15884.9677419355,6332.25806451613,6579.67741935484
"1785","North Delta","Summer2009",2009-09-01,9,2009,NA,NA,NA,1.68,0.32,NA,104.703769972631,0.08,0.18,21.6268857697136,14.3727777777778,343.950105515979,11450,3887.03333333333,5.78,"Summer",14600,6943,1603,2277.5,2600,4904,20100,7793,1612.9347826087,2107,4300,4904,18622.5806451613,5214.25806451613,1864.51612903226,2577.45161290323,0.293333333333333,61.5241205991728,0.09,0.172333333333333,18.6666991172626,13.6666666666667,305.821789348652,13976.9534050179,11996.4559139785,31200,31636,3770.10989010989,4296.52747252747,17900,17662,16374.1935483871,15884.9677419355,6332.25806451613,6579.67741935484
"1786","North Delta","Summer2010",2010-08-01,8,2010,NA,NA,NA,1.79,0.1,NA,41.9449058347366,0.04,0.08,22.8038461538462,22.7575,316.260984987344,16709.6774193548,4003.93548387097,7.08,"Summer",18900,7506,1074.1935483871,1680.1935483871,2200,2800,19000,8804,1260.86956521739,1877.34782608696,3500,4843,17416.1290322581,6700.83870967742,1740,2204.8,0.258223379261326,61.1456465942051,0.0933333333333333,0.146666666666667,16.9457083385303,29.8333333333333,300.369564140097,19017.9928315412,20603.7250896058,29800,35457,4769.23076923077,6053.08791208791,14200,19366,20940,24604.4666666667,5986.66666666667,9959.2
"1787","North Delta","Summer2010",2010-09-01,9,2010,NA,NA,NA,1.08,0.14,NA,69.9038709717412,0.05,0.12,20.8419999966621,14.8878947368421,403.822423519789,16580,5885.26666666667,7.08,"Summer",19000,8804,1740,2204.8,3500,4843,19000,8804,1260.86956521739,1877.34782608696,3500,4843,17416.1290322581,6700.83870967742,1740,2204.8,0.258223379261326,61.1456465942051,0.0933333333333333,0.146666666666667,16.9457083385303,29.8333333333333,300.369564140097,19017.9928315412,20603.7250896058,29800,35457,4769.23076923077,6053.08791208791,14200,19366,20940,24604.4666666667,5986.66666666667,9959.2
"1788","North Delta","Summer2010",2010-07-01,7,2010,NA,NA,NA,1.22,0.25,NA,38.2151960923391,0.06,0.14,22.7819607843137,34.9225,294.677657534551,17416.1290322581,6700.83870967742,7.08,"Summer",19000,8163,983.870967741936,1757.61290322581,1800,3483,19000,8804,1260.86956521739,1877.34782608696,3500,4843,17416.1290322581,6700.83870967742,1740,2204.8,0.258223379261326,61.1456465942051,0.0933333333333333,0.146666666666667,16.9457083385303,29.8333333333333,300.369564140097,19017.9928315412,20603.7250896058,29800,35457,4769.23076923077,6053.08791208791,14200,19366,20940,24604.4666666667,5986.66666666667,9959.2
"1789","North Delta","Summer2011",2011-09-01,9,2011,NA,NA,NA,2.03,0.14,NA,67.9991129785247,0.07,0.1,21.4747514022288,26.1105263157895,399.785002962073,21046.6666666667,12205.8,10.54,"Summer",22500,13513,1430,1590.8,2300,2512,39400,42352,2410.86956521739,3476.22826086957,11900,14646,21632.2580645161,17654.5161290323,4241.93548387097,6578.87096774194,0.0593993417035219,48.2614316894287,0.0466666666666667,0.0736111111111111,17.2354999609396,14.2393333333333,355.893901949693,43273.5483870968,58046.4430107527,72000,136055,6825.27472527472,11532.5054945055,22200,35711,53733.3333333333,85043.3333333333,10013.3333333333,18107.9333333333
"1790","North Delta","Summer2011",2011-07-01,7,2011,NA,NA,NA,3.47,0.15,NA,43.2453124980753,0.06,0.11,23.0113541666667,25.4685,440.944585837755,21632.2580645161,17654.5161290323,10.54,"Summer",39400,42352,4241.93548387097,6578.87096774194,11900,14646,39400,42352,2410.86956521739,3476.22826086957,11900,14646,21632.2580645161,17654.5161290323,4241.93548387097,6578.87096774194,0.0593993417035219,48.2614316894287,0.0466666666666667,0.0736111111111111,17.2354999609396,14.2393333333333,355.893901949693,43273.5483870968,58046.4430107527,72000,136055,6825.27472527472,11532.5054945055,22200,35711,53733.3333333333,85043.3333333333,10013.3333333333,18107.9333333333
"1791","North Delta","Summer2011",2011-08-01,8,2011,NA,NA,NA,1.71,0.36,NA,43.6871031729711,0.09,0.12,22.7745428580148,24.035,480.976852429533,17190.3225806452,8863.32258064516,10.54,"Summer",19900,13364,1529.03225806452,2198.1935483871,2400,3870,39400,42352,2410.86956521739,3476.22826086957,11900,14646,21632.2580645161,17654.5161290323,4241.93548387097,6578.87096774194,0.0593993417035219,48.2614316894287,0.0466666666666667,0.0736111111111111,17.2354999609396,14.2393333333333,355.893901949693,43273.5483870968,58046.4430107527,72000,136055,6825.27472527472,11532.5054945055,22200,35711,53733.3333333333,85043.3333333333,10013.3333333333,18107.9333333333
"1792","North Delta","Summer2012",2012-07-01,7,2012,NA,NA,NA,8.85727272727273,0.142857142857143,NA,53.1540942724526,0.04,0.121428571428571,23.0233424906329,19.57,407.510471737249,20283.8709677419,7534.70967741936,6.89,"Summer",22200,10645,983.870967741936,1871.09677419355,2000,5719,23000,10645,1535.86956521739,2071.20652173913,5600,6310,20283.8709677419,7534.70967741936,2125.8064516129,2618.70967741935,0.230714285714286,41.8228104822882,0.0833333333333333,0.271464285714286,19.0376623657992,50.5116666666667,472.778319897206,17737.6415770609,16193.5021505376,37200,44404,5902.96703296703,7835.27472527472,19500,27204,25670,27781.9333333333,11463.3333333333,15611.5666666667
"1793","North Delta","Summer2012",2012-08-01,8,2012,NA,NA,NA,13.7254545454545,0.17,NA,57.2840579497641,0.06,0.07,23.436868686621,18.225,462.791934397974,17877.4193548387,4641.41935483871,6.89,"Summer",23000,9677,2125.8064516129,2618.70967741935,5600,6310,23000,10645,1535.86956521739,2071.20652173913,5600,6310,20283.8709677419,7534.70967741936,2125.8064516129,2618.70967741935,0.230714285714286,41.8228104822882,0.0833333333333333,0.271464285714286,19.0376623657992,50.5116666666667,472.778319897206,17737.6415770609,16193.5021505376,37200,44404,5902.96703296703,7835.27472527472,19500,27204,25670,27781.9333333333,11463.3333333333,15611.5666666667
"1794","North Delta","Summer2012",2012-09-01,9,2012,NA,NA,NA,5.69545454545455,0.235,NA,90.8691919244299,0.06,0.106,20.9364393925667,11.5789473684211,480.257576437364,15350,4886.8,6.89,"Summer",17500,6999,1496.66666666667,1712.23333333333,2800,2963,23000,10645,1535.86956521739,2071.20652173913,5600,6310,20283.8709677419,7534.70967741936,2125.8064516129,2618.70967741935,0.230714285714286,41.8228104822882,0.0833333333333333,0.271464285714286,19.0376623657992,50.5116666666667,472.778319897206,17737.6415770609,16193.5021505376,37200,44404,5902.96703296703,7835.27472527472,19500,27204,25670,27781.9333333333,11463.3333333333,15611.5666666667
"1795","North Delta","Summer2013",2013-09-01,9,2013,NA,NA,NA,3.72636350198225,0.37,NA,79.8402812148639,0.09,0.23,21.9854976194181,14.4684210526316,544.512893092873,13480,5591.76666666667,5.83,"Summer",17000,6923,1653.33333333333,1970.73333333333,3000,3458,19000,7358,1257.60869565217,1603.90217391304,3000,4900,17606.4516129032,5591.76666666667,1653.33333333333,1970.73333333333,0.241555555555556,50.946889868266,0.103333333333333,0.342544444444444,19.9395052155725,27.06,436.587455992933,12326.247311828,10278.5347670251,19300,21681,2904.94505494505,3075.12087912088,6800,14216,13203.3333333333,12865.7,3869.66666666667,4935.3
"1796","North Delta","Summer2013",2013-07-01,7,2013,NA,NA,NA,2.81,0.17,NA,52.9205068943138,0.08,0.13,23.6119270806085,19.67,377.022207282052,17487.0967741935,5443.54838709677,5.83,"Summer",19000,7358,916.129032258064,1435.06451612903,2500,4900,19000,7358,1257.60869565217,1603.90217391304,3000,4900,17606.4516129032,5591.76666666667,1653.33333333333,1970.73333333333,0.241555555555556,50.946889868266,0.103333333333333,0.342544444444444,19.9395052155725,27.06,436.587455992933,12326.247311828,10278.5347670251,19300,21681,2904.94505494505,3075.12087912088,6800,14216,13203.3333333333,12865.7,3869.66666666667,4935.3
"1797","North Delta","Summer2013",2013-08-01,8,2013,NA,NA,NA,3.55999988729304,0.2,NA,55.0678210711754,0.05,0.13,22.8653449381842,19.17,502.430712323883,17606.4516129032,5083.67741935484,5.83,"Summer",19000,6203,1216.12903225806,1417.74193548387,1900,2760,19000,7358,1257.60869565217,1603.90217391304,3000,4900,17606.4516129032,5591.76666666667,1653.33333333333,1970.73333333333,0.241555555555556,50.946889868266,0.103333333333333,0.342544444444444,19.9395052155725,27.06,436.587455992933,12326.247311828,10278.5347670251,19300,21681,2904.94505494505,3075.12087912088,6800,14216,13203.3333333333,12865.7,3869.66666666667,4935.3
"1798","North Delta","Summer2014",2014-08-01,8,2014,NA,NA,NA,3.23909079204906,0.0993333333333333,NA,61.474207737367,0.08,0.164806628654214,22.9292139983267,24.82,465.48770457014,8543.54838709677,3418.61290322581,4.07,"Summer",10000,4900,1145.48387096774,1370.58064516129,2180,2534,10100,5075,884.565217391304,1482.04347826087,2180,2950,9144.1935483871,4084.96774193548,1145.48387096774,1980.53333333333,0.349416666666667,56.7499783358905,0.126666666666667,0.277318925973928,20.2016519384195,11.3548611111111,499.872403720466,8095.44802867384,5831.05125448028,18700,21490,1898.24175824176,2641.74725274725,9520,15993,9636.66666666667,7912.73333333333,3259.33333333333,5289.96666666667
"1799","North Delta","Summer2014",2014-07-01,7,2014,NA,NA,NA,4.12090893268585,0.291261163175805,NA,61.6793103331912,0.14,0.1675,24.0207928774348,16.03,428.909062737755,9144.1935483871,4084.96774193548,4.07,"Summer",10100,5075,841.290322580645,1111.09677419355,1550,2170,10100,5075,884.565217391304,1482.04347826087,2180,2950,9144.1935483871,4084.96774193548,1145.48387096774,1980.53333333333,0.349416666666667,56.7499783358905,0.126666666666667,0.277318925973928,20.2016519384195,11.3548611111111,499.872403720466,8095.44802867384,5831.05125448028,18700,21490,1898.24175824176,2641.74725274725,9520,15993,9636.66666666667,7912.73333333333,3259.33333333333,5289.96666666667
"1800","North Delta","Summer2014",2014-09-01,9,2014,NA,NA,NA,0.99,0.73,NA,84.8791750997818,0.14,0.34,22.9361057693225,12.8157894736842,391.690475735027,8254.33333333333,3201.06666666667,4.07,"Summer",9280,4732,659.666666666667,1980.53333333333,970,2950,10100,5075,884.565217391304,1482.04347826087,2180,2950,9144.1935483871,4084.96774193548,1145.48387096774,1980.53333333333,0.349416666666667,56.7499783358905,0.126666666666667,0.277318925973928,20.2016519384195,11.3548611111111,499.872403720466,8095.44802867384,5831.05125448028,18700,21490,1898.24175824176,2641.74725274725,9520,15993,9636.66666666667,7912.73333333333,3259.33333333333,5289.96666666667
"1801","North Delta","Summer2015",2015-09-01,9,2015,NA,NA,NA,1.65125,0.2585,NA,93.9665064522089,0.10375,0.222596025589108,22.1726923065186,7.90227272727273,400.152941176471,7901,4825.73333333333,4,"Summer",8680,5990,763,1142.2,1240,2331,8970,5990,858.04347826087,1299.0652173913,1890,3125,7901,4825.73333333333,931.290322580645,1681.16129032258,0.227944444444444,78.6045049843659,0.119166666666667,0.320549725636191,20.038203424222,34.2284615384615,432.873371512254,6849.21863799283,5841.21218637993,8680,12283,1227.69230769231,2627.14285714286,2820,7875,7320.32258064516,6818.26666666667,1790.66666666667,4367.7
"1802","North Delta","Summer2015",2015-08-01,8,2015,NA,NA,NA,3.12571422951562,0.138333333333333,NA,63.8781468509794,0.09,0.229693239100277,23.1361466945614,13.4515384615385,472.847222222222,7779.67741935484,4470.06451612903,4,"Summer",8920,5715,931.290322580645,1681.16129032258,1890,3125,8970,5990,858.04347826087,1299.0652173913,1890,3125,7901,4825.73333333333,931.290322580645,1681.16129032258,0.227944444444444,78.6045049843659,0.119166666666667,0.320549725636191,20.038203424222,34.2284615384615,432.873371512254,6849.21863799283,5841.21218637993,8680,12283,1227.69230769231,2627.14285714286,2820,7875,7320.32258064516,6818.26666666667,1790.66666666667,4367.7
"1803","North Delta","Summer2015",2015-07-01,7,2015,NA,NA,NA,3.62571415969303,0.231111111111111,NA,70.6172649330563,0.0825,0.173759746249351,23.3354243534664,13.4122222222222,392.886363636364,7886.12903225806,4763.58064516129,4,"Summer",8970,5850,876.774193548387,1068.77419354839,1570,1747,8970,5990,858.04347826087,1299.0652173913,1890,3125,7901,4825.73333333333,931.290322580645,1681.16129032258,0.227944444444444,78.6045049843659,0.119166666666667,0.320549725636191,20.038203424222,34.2284615384615,432.873371512254,6849.21863799283,5841.21218637993,8680,12283,1227.69230769231,2627.14285714286,2820,7875,7320.32258064516,6818.26666666667,1790.66666666667,4367.7
"1804","North Delta","Summer2016",2016-09-01,9,2016,NA,NA,NA,2.95545454545455,0.112265853800811,NA,95.7826830526715,0.075,0.0934031711580232,20.6329505206478,6.4852380952381,330.362388784081,16630,5189.76666666667,6.71,"Summer",19300,8507,1256.66666666667,2053.06666666667,2200,4682,19900,14082,975,2240.01086956522,2400,8000,18851.6129032258,8252.03225806452,1256.66666666667,2844.58064516129,0.157354668745359,64.0052166705285,0.0770833333333333,0.144111509712937,19.9837174261596,13.2869444444444,381.491971184362,15535.2329749104,13359.0207885305,32100,32003,3042.63736263736,4309.68131868132,17200,16454,19436.6666666667,20873.9,4126.66666666667,7165.53333333333
"1805","North Delta","Summer2016",2016-07-01,7,2016,NA,NA,NA,2.30666659990946,0.105606060606061,NA,66.6477453528412,0.0575,0.079280239144566,22.895850905498,13.15875,337.326086956522,18441.935483871,8252.03225806452,6.71,"Summer",19500,14082,735.483870967742,2844.58064516129,2400,8000,19900,14082,975,2240.01086956522,2400,8000,18851.6129032258,8252.03225806452,1256.66666666667,2844.58064516129,0.157354668745359,64.0052166705285,0.0770833333333333,0.144111509712937,19.9837174261596,13.2869444444444,381.491971184362,15535.2329749104,13359.0207885305,32100,32003,3042.63736263736,4309.68131868132,17200,16454,19436.6666666667,20873.9,4126.66666666667,7165.53333333333
"1806","North Delta","Summer2016",2016-08-01,8,2016,NA,NA,NA,4.18571428571429,0.0618614802861777,NA,67.4693452414303,0.065,0.054017376754815,22.4099613928335,11.4708333333333,375.055555555556,18851.6129032258,6195.1935483871,6.71,"Summer",19900,9768,941.935483870968,1816.35483870968,2300,4025,19900,14082,975,2240.01086956522,2400,8000,18851.6129032258,8252.03225806452,1256.66666666667,2844.58064516129,0.157354668745359,64.0052166705285,0.0770833333333333,0.144111509712937,19.9837174261596,13.2869444444444,381.491971184362,15535.2329749104,13359.0207885305,32100,32003,3042.63736263736,4309.68131868132,17200,16454,19436.6666666667,20873.9,4126.66666666667,7165.53333333333
"1807","North Delta","Summer2017",2017-07-01,7,2017,NA,NA,NA,3.15058823529412,0.16708143615526,NA,87.7838589788267,0.0725,0.0882705106884241,23.2528627526029,17.5055555555556,460.017142857143,15000,9651.22580645161,14.14,"Summer",18800,17160,1451.61290322581,3509.87096774194,2600,10314,22500,17160,1070.65217391304,2239.67391304348,2600,10314,21266.6666666667,12936.7333333333,1451.61290322581,3509.87096774194,0.0651453099247763,60.234812533486,0.0616666666666667,0.132966901875666,18.7168348922918,20.8277777777778,404.839401161211,47282.8315412187,66756.0297491041,76100,128432,8793.40659340659,14351.6703296703,27300,42259,67336.6666666667,106997.466666667,12006.4516129032,18925.5333333333
"1808","North Delta","Summer2017",2017-09-01,9,2017,NA,NA,NA,1.84526315789474,0.134212046289218,NA,94.4348951590764,0.06,0.0819291238904532,21.0673504005171,12.05,321.709777777778,21266.6666666667,12936.7333333333,14.14,"Summer",22500,14850,970,2008.86666666667,1800,5710,22500,17160,1070.65217391304,2239.67391304348,2600,10314,21266.6666666667,12936.7333333333,1451.61290322581,3509.87096774194,0.0651453099247763,60.234812533486,0.0616666666666667,0.132966901875666,18.7168348922918,20.8277777777778,404.839401161211,47282.8315412187,66756.0297491041,76100,128432,8793.40659340659,14351.6703296703,27300,42259,67336.6666666667,106997.466666667,12006.4516129032,18925.5333333333
"1809","North Delta","Summer2017",2017-08-01,8,2017,NA,NA,NA,2.22388888888889,0.0864997054428602,NA,92.051717756766,0.06,0.0664503079494863,22.9732723546942,12.5277777777778,394.014705882353,19980.6451612903,10235.935483871,14.14,"Summer",21600,12317,787.096774193548,1192.83870967742,1400,1780,22500,17160,1070.65217391304,2239.67391304348,2600,10314,21266.6666666667,12936.7333333333,1451.61290322581,3509.87096774194,0.0651453099247763,60.234812533486,0.0616666666666667,0.132966901875666,18.7168348922918,20.8277777777778,404.839401161211,47282.8315412187,66756.0297491041,76100,128432,8793.40659340659,14351.6703296703,27300,42259,67336.6666666667,106997.466666667,12006.4516129032,18925.5333333333
"1810","North Delta","Summer2018",2018-08-01,8,2018,NA,NA,NA,2.51086661993663,0.0965424039516186,NA,129.435640730198,0.113,0.0801969288784223,21.8484890257169,14.50625,373.327142857143,18477.4193548387,5759.8064516129,7.14,"Summer",20200,7543,1212.90322580645,1375.16129032258,2200,2297,20200,8153,1101.08695652174,1419.11956521739,3200,6516,18477.4193548387,6651.77419354839,1332.25806451613,1547.03333333333,0.138681258068698,84.2512781565079,0.06,0.113332877129947,19.5807853789015,13.5333333333333,403.864454388543,19473.7992831541,20636.964516129,77500,97294,8353.62637362637,11051.4175824176,49100,66165,35520,41906.1,21136.6666666667,27799.4
"1811","North Delta","Summer2018",2018-09-01,9,2018,NA,NA,NA,3.02574074074074,0.0831639968010907,NA,128.562814529774,0.07,0.0646873408766463,20.5502656134143,7.37777777777778,414.008888888889,16876.6666666667,6078.26666666667,7.14,"Summer",18000,7362,746.666666666667,1547.03333333333,1300,6516,20200,8153,1101.08695652174,1419.11956521739,3200,6516,18477.4193548387,6651.77419354839,1332.25806451613,1547.03333333333,0.138681258068698,84.2512781565079,0.06,0.113332877129947,19.5807853789015,13.5333333333333,403.864454388543,19473.7992831541,20636.964516129,77500,97294,8353.62637362637,11051.4175824176,49100,66165,35520,41906.1,21136.6666666667,27799.4
"1812","North Delta","Summer2018",2018-07-01,7,2018,NA,NA,NA,2.19772727272727,0.208315832762875,NA,96.6722472853347,0.065,0.078469191364484,22.8574727429752,16.2333333333333,331.300354609929,15335.4838709677,6651.77419354839,7.14,"Summer",17600,8153,1332.25806451613,1339.29032258065,3200,2211,20200,8153,1101.08695652174,1419.11956521739,3200,6516,18477.4193548387,6651.77419354839,1332.25806451613,1547.03333333333,0.138681258068698,84.2512781565079,0.06,0.113332877129947,19.5807853789015,13.5333333333333,403.864454388543,19473.7992831541,20636.964516129,77500,97294,8353.62637362637,11051.4175824176,49100,66165,35520,41906.1,21136.6666666667,27799.4
"1813","North Delta","Summer2019",2019-08-01,8,2019,NA,NA,NA,2.56058823529412,0.225666666666667,NA,117.082681608435,0.061,0.126333333333333,23.384062926638,9.11111111111111,346.301291151381,20651.6129032258,11687.064516129,10.34,"Summer",22100,17108,854.838709677419,3694.41935483871,1400,9730,22800,17681,1040.21739130435,3070.13043478261,3800,9730,20870,12471.7333333333,1206.45161290323,4026.46666666667,0.0655917728254054,68.0904312540566,0.0456666666666667,0.122583343054064,19.1142262052709,19.8444444444444,411.950798415999,43351.0752688172,56255.1139784946,72200,106646,7256.04395604396,12557.1978021978,19100,33425,63670,85681.5666666667,7983.33333333333,14156.4666666667
"1814","North Delta","Summer2019",2019-09-01,9,2019,NA,NA,NA,1.4125,0.0887562258630281,NA,116.958902554558,0.051,0.0746959595618149,21.5907692443474,12.15,371.284636375854,20870,12471.7333333333,10.34,"Summer",22800,17681,1060,4026.46666666667,2300,7142,22800,17681,1040.21739130435,3070.13043478261,3800,9730,20870,12471.7333333333,1206.45161290323,4026.46666666667,0.0655917728254054,68.0904312540566,0.0456666666666667,0.122583343054064,19.1142262052709,19.8444444444444,411.950798415999,43351.0752688172,56255.1139784946,72200,106646,7256.04395604396,12557.1978021978,19100,33425,63670,85681.5666666667,7983.33333333333,14156.4666666667
"1815","North Delta","Summer2019",2019-07-01,7,2019,NA,NA,NA,2.71394736842105,0.1295,NA,110.699346856999,0.043,0.0898224228108302,22.8669246892299,12.7111111111111,336.475542038929,18022.5806451613,7633.67741935484,10.34,"Summer",19300,10848,1206.45161290323,1520.35483870968,3800,5295,22800,17681,1040.21739130435,3070.13043478261,3800,9730,20870,12471.7333333333,1206.45161290323,4026.46666666667,0.0655917728254054,68.0904312540566,0.0456666666666667,0.122583343054064,19.1142262052709,19.8444444444444,411.950798415999,43351.0752688172,56255.1139784946,72200,106646,7256.04395604396,12557.1978021978,19100,33425,63670,85681.5666666667,7983.33333333333,14156.4666666667
"1816","North Delta","Summer2020",2020-09-01,9,2020,NA,NA,NA,3.9775,0.129352959930897,NA,136.068783182215,0.07,0.1142,21.5720348399042,10.5647058823529,389.990893907953,11640,4271.6,6.12,"Summer",13300,6947,837.333333333333,1964.76666666667,1600,3014,16500,6947,1046.95652173913,1478.95652173913,3900,3200,13800,4526.61290322581,1474.1935483871,1964.76666666667,0.143222353812307,111.165122805341,0.08,0.133299884064123,19.7279437764966,21.1625,371.341962539254,11549.7491039427,9181.93405017921,19500,22910,2433.07692307692,3509.36263736264,7200,14529,12290,11383.6,3268.66666666667,5541.6
"1817","North Delta","Summer2020",2020-08-01,8,2020,NA,NA,NA,1.6996178462102,0.119893800882467,NA,125.171051433996,0.08,0.104901642743498,22.9114293942574,18.6,272.30320524558,13603.2258064516,3395.61290322581,6.12,"Summer",16500,4642,1474.1935483871,1210.48387096774,3900,2469,16500,6947,1046.95652173913,1478.95652173913,3900,3200,13800,4526.61290322581,1474.1935483871,1964.76666666667,0.143222353812307,111.165122805341,0.08,0.133299884064123,19.7279437764966,21.1625,371.341962539254,11549.7491039427,9181.93405017921,19500,22910,2433.07692307692,3509.36263736264,7200,14529,12290,11383.6,3268.66666666667,5541.6
"1818","North Delta","Summer2020",2020-07-01,7,2020,NA,NA,NA,1.10958333333333,0.283333333333333,NA,119.44984600192,0.05,0.0921559909482797,22.5311474497456,14.852380952381,305.642935239319,13800,4526.61290322581,6.12,"Summer",14800,5882,822.58064516129,1277.29032258065,1900,3200,16500,6947,1046.95652173913,1478.95652173913,3900,3200,13800,4526.61290322581,1474.1935483871,1964.76666666667,0.143222353812307,111.165122805341,0.08,0.133299884064123,19.7279437764966,21.1625,371.341962539254,11549.7491039427,9181.93405017921,19500,22910,2433.07692307692,3509.36263736264,7200,14529,12290,11383.6,3268.66666666667,5541.6
"1819","North Delta","Summer2021",2021-09-01,9,2021,NA,NA,NA,1.81328087308165,0.0217663948844919,NA,121.31510340174,0.04175,0.0847344497016498,21.6315864132923,9.51111111111111,324.591977287307,7608,3086.83333333333,3.8,"Summer",8020,4197,468,943.266666666667,770,1937,8230,4197,519.021739130435,719.760869565217,1210,1937,7608,3675.58064516129,568.709677419355,943.266666666667,0.0427940504906259,87.4425236436132,0.0562467796401664,0.141849411604309,19.9249668262127,22.2388888888889,328.720386006521,7194.94982078853,4794.94946236559,9280,7768,959.230769230769,1121,2370,2463,7862,6559,1199.03225806452,1412.51612903226
"1820","North Delta","Summer2021",2021-08-01,8,2021,NA,NA,NA,2.01111111111111,0.0217453056961919,NA,111.889193054288,0.06675,0.0730625845654868,21.9571769178547,23.7111111111111,331.777463295446,7569.03225806452,3675.58064516129,3.8,"Summer",8230,4147,518.709677419355,573.935483870968,1100,1102,8230,4197,519.021739130435,719.760869565217,1210,1937,7608,3675.58064516129,568.709677419355,943.266666666667,0.0427940504906259,87.4425236436132,0.0562467796401664,0.141849411604309,19.9249668262127,22.2388888888889,328.720386006521,7194.94982078853,4794.94946236559,9280,7768,959.230769230769,1121,2370,2463,7862,6559,1199.03225806452,1412.51612903226
"1821","North Delta","Summer2021",2021-07-01,7,2021,NA,NA,NA,2.19285714285714,0.0181193441400925,NA,80.268334912073,0.06725,0.0778075202851712,22.5195783984384,23.2111111111111,352.88307732471,7454.83870967742,3452.35483870968,3.8,"Summer",8130,4046,568.709677419355,649.290322580645,1210,1554,8230,4197,519.021739130435,719.760869565217,1210,1937,7608,3675.58064516129,568.709677419355,943.266666666667,0.0427940504906259,87.4425236436132,0.0562467796401664,0.141849411604309,19.9249668262127,22.2388888888889,328.720386006521,7194.94982078853,4794.94946236559,9280,7768,959.230769230769,1121,2370,2463,7862,6559,1199.03225806452,1412.51612903226
"1822","North Delta","Summer2022",2022-08-01,8,2022,NA,NA,NA,0.895,0.0152360920920702,NA,100.111111111111,0.026,0.0674922150453287,23.466,16.4055555555556,352.3,9916.77419354839,3188.22580645161,4.55,"Summer",11200,4128,667.41935483871,772.870967741935,1150,1991,13400,7374,821.630434782609,1069.48913043478,2200,2697,12106.4516129032,5300.45161290323,1023.33333333333,1620.6,0.0239162935852628,122.884442007797,0.0393333333333333,0.122380952380952,19.3491773305814,16.5777777777778,223.20458376333,8088.36559139785,5652.81075268817,11600,11858,1422.96703296703,1986.72527472527,3790,7141,8866.66666666667,7399.26666666667,2001,3614.76666666667
"1823","North Delta","Summer2022",2022-09-01,9,2022,NA,NA,NA,0.84,0.0488750991760753,NA,193.833333333333,0.029,0.201,21.7394736842105,10.0388888888889,255.368421052632,8752.66666666667,3442.13333333333,4.55,"Summer",9670,4937,1023.33333333333,1620.6,1780,2697,13400,7374,821.630434782609,1069.48913043478,2200,2697,12106.4516129032,5300.45161290323,1023.33333333333,1620.6,0.0239162935852628,122.884442007797,0.0393333333333333,0.122380952380952,19.3491773305814,16.5777777777778,223.20458376333,8088.36559139785,5652.81075268817,11600,11858,1422.96703296703,1986.72527472527,3790,7141,8866.66666666667,7399.26666666667,2001,3614.76666666667
"1824","North Delta","Summer2022",2022-07-01,7,2022,NA,NA,NA,1.852,0.0213702414924046,NA,83.8888888888889,0.03,0.100386988789309,22.401,24.80625,379.6,12106.4516129032,5300.45161290323,4.55,"Summer",13400,7374,780.645161290323,832.774193548387,2200,1836,13400,7374,821.630434782609,1069.48913043478,2200,2697,12106.4516129032,5300.45161290323,1023.33333333333,1620.6,0.0239162935852628,122.884442007797,0.0393333333333333,0.122380952380952,19.3491773305814,16.5777777777778,223.20458376333,8088.36559139785,5652.81075268817,11600,11858,1422.96703296703,1986.72527472527,3790,7141,8866.66666666667,7399.26666666667,2001,3614.76666666667
"1825","North Delta","Winter1959",1959-01-01,1,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
